frame,x1,y1,x2,y2,conf
0,89.8626937866211,363.38165283203125,180.39344787597656,583.477294921875,0.8890665769577026
0,722.1424560546875,438.78131103515625,892.4998168945312,640.6495971679688,0.8873806595802307
0,408.6031494140625,504.5119323730469,527.2365112304688,695.3512573242188,0.861293613910675
0,885.073974609375,190.08485412597656,971.4813232421875,410.4991149902344,0.8503872752189636
0,408.0408630371094,149.80274963378906,515.4912719726562,298.3630065917969,0.8281537890434265
0,254.20335388183594,171.84927368164062,379.46063232421875,336.4794921875,0.8093741536140442
0,1.7661606073379517,300.03912353515625,107.30750274658203,493.14971923828125,0.79735267162323
0,176.23419189453125,0.0,238.4912872314453,59.07973098754883,0.7952665090560913
0,330.1671447753906,391.82781982421875,507.4029541015625,534.210205078125,0.7861959934234619
0,586.9962158203125,304.04925537109375,718.1505126953125,487.9467468261719,0.7738015055656433
0,793.3668212890625,392.2819519042969,926.0162353515625,593.9435424804688,0.7540432810783386
0,578.3759155273438,192.93231201171875,684.9786376953125,321.221923828125,0.7527252435684204
0,287.4150695800781,297.277099609375,460.1313781738281,444.4348449707031,0.6634523868560791
0,0.0,244.38438415527344,85.89236450195312,480.3739013671875,0.626505970954895
0,0.03157496452331543,243.88536071777344,83.67530059814453,402.6802062988281,0.5868878960609436
0,313.3980712890625,252.5050048828125,426.7491760253906,350.07904052734375,0.45398372411727905
0,143.85015869140625,0.01162254810333252,170.4173126220703,39.19191360473633,0.4476777911186218
0,502.58929443359375,245.2229766845703,623.1655883789062,439.5619201660156,0.41102901101112366
0,312.6022033691406,299.1171875,505.5662536621094,532.162841796875,0.3188989758491516
0,462.4308166503906,253.10208129882812,568.1541748046875,430.3524169921875,0.27924230694770813
1,89.56098937988281,363.62554931640625,180.20260620117188,583.6530151367188,0.8864525556564331
1,722.6182250976562,438.5753173828125,892.6754150390625,640.9493408203125,0.8857221603393555
1,408.686767578125,504.84259033203125,527.3783569335938,695.2348022460938,0.8617905378341675
1,886.9830932617188,190.30599975585938,971.4635620117188,410.6067810058594,0.8521592617034912
1,254.12582397460938,172.1627960205078,379.4319763183594,336.67462158203125,0.8023039698600769
